 0.000000000  1.903373507
 0.001956947  0.685352965
 0.003913894 -1.767864011
 0.005870841 -0.461577029
 0.007827789  0.994105276
 0.009784736  0.276003881
 0.011741683  1.133827275
 0.013698630 -0.021519960
 0.015655577  2.585369731
 0.017612524  1.108591266
 0.019569472  1.626171404
 0.021526419  1.005850326
 0.023483366  1.504998509
 0.025440313  1.491492362
 0.027397260  0.430633589
 0.029354207  0.348141379
 0.031311155 -0.559764156
 0.033268102  1.567247917
 0.035225049  1.351650390
 0.037181996  2.536412247
 0.039138943  2.745459716
 0.041095890  1.845148031
 0.043052838  2.255199084
 0.045009785  0.984935281
 0.046966732  0.701267629
 0.048923679  2.359899355
 0.050880626  4.059413680
 0.052837573  3.215761659
 0.054794521  1.987634129
 0.056751468  1.454394194
 0.058708415  4.836609857
 0.060665362  2.741191400
 0.062622309  1.239064365
 0.064579256  3.509977805
 0.066536204  1.457697363
 0.068493151  2.783564849
 0.070450098  3.201322573
 0.072407045  4.870857043
 0.074363992  2.797548716
 0.076320939  4.631001380
 0.078277886  3.030519458
 0.080234834  4.175719912
 0.082191781  4.125545671
 0.084148728  3.254092391
 0.086105675  2.770207102
 0.088062622  3.316561436
 0.090019569  2.591683908
 0.091976517  3.780333246
 0.093933464  3.667548697
 0.095890411  5.366905750
 0.097847358  3.212594106
 0.099804305  2.882783304
 0.101761252  4.910930628
 0.103718200  4.344422858
 0.105675147  4.623728528
 0.107632094  3.770123033
 0.109589041  2.705414883
 0.111545988  3.337374429
 0.113502935  5.543131502
 0.115459883  4.181517669
 0.117416830  3.728505548
 0.119373777  2.992387888
 0.121330724  4.271883951
 0.123287671  3.507733325
 0.125244618  4.148248932
 0.127201566  6.064531389
 0.129158513  5.061923814
 0.131115460  3.916502097
 0.133072407  3.400541451
 0.135029354  3.145314123
 0.136986301  5.352280922
 0.138943249  3.073144180
 0.140900196  5.022049796
 0.142857143  2.716947929
 0.144814090  5.193772969
 0.146771037  4.168979339
 0.148727984  3.344306770
 0.150684932  4.801122032
 0.152641879  3.775950503
 0.154598826  3.969857099
 0.156555773  3.135402543
 0.158512720  1.744638331
 0.160469667  4.720519682
 0.162426614  3.741513394
 0.164383562  3.276987510
 0.166340509  2.963084606
 0.168297456  0.959562078
 0.170254403  3.181092526
 0.172211350  4.156416281
 0.174168297  1.933696241
 0.176125245  1.573228137
 0.178082192  3.934794904
 0.180039139  2.015470053
 0.181996086  1.916476395
 0.183953033  3.139770610
 0.185909980  2.399587865
 0.187866928  3.141311399
 0.189823875  3.328926030
 0.191780822  4.531969821
 0.193737769  1.662200866
 0.195694716  2.223928433
 0.197651663  2.277199656
 0.199608611  3.352756910
 0.201565558  2.623174925
 0.203522505  1.278297578
